title,price,pricePerSqft,areaSqft,location,city,bedrooms,bathrooms,furnishing,facing,reraStatus,latitude,longitude,propertyUrl
N/A,Rs. 72.72 Lac,6290,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-U79246757
N/A,Rs. 81.18 Lac,6040,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,4,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-F79263929
N/A,Rs. 82.44 Lac,6008,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,5,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-X79264769
TAASA UMARANI GARDENS,Rs. 32.38 Lac,3700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,6,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-97-sq-yard-spid-A81844032
TAASA SRINIVASA ENCLAVE,Rs. 44.55 Lac,4500,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-110-sq-yard-spid-J81798812
N/A,Rs. 39.38 Lac,4500,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-97-sq-yard-spid-O81774354
TAASA UMARANI GARDENS,Rs. 35.22 Lac,3700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,6,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-106-sq-yard-spid-W81770162
N/A,Rs. 42 Lac,4525,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,N/A,YES,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-103-sq-yard-r1-spid-N78993695
Shah Paradise,Rs. 58 Lac to 64.12 Lac,6444,N/A,"Perungalathur, Chennai",Chennai South,2,0,N/A,N/A,NO,12.907972,80.079001,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shah-paradise-perungalathur-chennai-south-900-sq-ft-to-995-sq-ft-npspid-R81640721
Casagrand Platinum,Rs. 1.45 Crore,8750,N/A,"Perungalathur, Chennai",Chennai South,3,3,Unfurnished,2,NO,12.8892532,80.0320964,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-casagrand-platinum-perungalathur-chennai-south-1657-sq-ft-r1-spid-X79481717
Unique,Rs. 65 Lac,7756,670,"Perungalathur, Chennai",Chennai South,2,2,Unfurnished,2,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-perungalathur-chennai-south-838-sq-ft-spid-J80902935
Taasa srinivasa enclave,Rs. 35.99 Lac,4499,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,1,NO,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-89-sq-yard-spid-D81729018
N/A,Rs. 1.08 Crore,4999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,8,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-241-sq-yard-spid-B81855136
N/A,Rs. 1.1 Crore,4600,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-267-sq-yard-spid-Y81114055
Casagrand Platinum,Rs. 1.45 Crore,8750,N/A,"Perungalathur, Chennai",Chennai South,3,3,Unfurnished,2,NO,12.8892532,80.0320964,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-casagrand-platinum-perungalathur-chennai-south-1657-sq-ft-spid-H80617731
N/A,Rs. 65 Lac,10833,N/A,"New perungalathur, Perungalathur",Chennai South,2,3,N/A,1,YES,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-perungalathur-chennai-south-1074-sq-ft-spid-G80665457
N/A,Rs. 50.01 Lac,7888,N/A,"New perungalathur, Perungalathur",Chennai South,2,2,Unfurnished,5,YES,12.90622,80.09679,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-new-perungalathur-chennai-south-934-sq-ft-r1-spid-Y79245193
N/A,Rs. 75.6 Lac,6300,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,YES,13.05142114,80.14606477,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-133-sq-yard-spid-I81661054
Bhagya NCR,Rs. 35.46 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,YES,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-88-sq-yard-r1-spid-F78664083
N/A,Rs. 49.02 Lac,7002,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,N/A,YES,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-700-sq-ft-r1-spid-U79196833
N/A,Rs. 60.76 Lac,7710,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,5,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-1100-sq-ft-r1-spid-K79245871
N/A,Rs. 76.23 Lac,6177,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,1,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-F79247025
KAVINS ELITE VILLAS,Rs. 29.99 Lac,4999,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,5,NO,13.05142114,80.14606477,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-67-sq-yard-spid-Z80770565
N/A,Rs. 57.43 Lac,4480,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,6,NO,13.05142114,80.14606477,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-142-sq-yard-spid-P81686576
TAASA UMARANI GARDENS,Rs. 41.51 Lac,3700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-125-sq-yard-spid-X81770352
N/A,Rs. 16.37 Lac,2599,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-70-sq-yard-r1-spid-K78471447
N/A,Rs. 31.5 Lac,4500,N/A,"Urapakkam West, Chennai",Chennai South,N/A,0,N/A,1,YES,12.862131,80.055627,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-west-chennai-south-78-sq-yard-r1-spid-R78619259
N/A,Rs. 71.82 Lac,6322,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,4,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-Z79195105
N/A,Rs. 71.46 Lac,6335,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-V79196435
N/A,Rs. 78.3 Lac,6117,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,5,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-C79247167
N/A,Rs. 82.93 Lac,5996,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-K79264679
N/A,Rs. 48.07 Lac,7582,N/A,"Urapakkam West, Chennai",Chennai South,2,2,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-850-sq-ft-r1-spid-A79280657
N/A,Rs. 31.96 Lac,4000,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-89-sq-yard-spid-Z80964831
N/A,Rs. 34.32 Lac,4000,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,3,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-95-sq-yard-spid-F81615077
N/A,Rs. 47.45 Lac,4620,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,13.05142114,80.14606477,https://www.99acres.com/residential-land-plot-for-sale-in-perungalathur-chennai-south-114-sq-yard-spid-B81401247
N/A,Rs. 20.53 Lac,2550,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-89-sq-yard-spid-L81614139
KPN Marvel Township,Rs. 26.87 Lac,2298,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,2,NO,12.83733,80.1133,https://www.99acres.com/residential-land-plot-for-sale-in-kpn-marvel-township-urapakkam-chennai-south-130-sq-yard-r1-spid-H77013435
N/A,Rs. 43.7 Lac,4699,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-103-sq-yard-r1-spid-C78944477
N/A,Rs. 64.75 Lac,6607,N/A,"Vandalur, GST Road",Chennai South,3,3,Unfurnished,5,YES,12.89,80.08,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-vandalur-chennai-south-1250-sq-ft-r1-spid-K79245347
Silver Mist Avanue,Rs. 68 Lac,4657,N/A,"Urapakkam West, Chennai",Chennai South,2,2,Semifurnished,1,NO,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-1023-sq-ft-r1-spid-X79545567
Sai City Square,Rs. 43.05 Lac,4599,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-104-sq-yard-spid-R81776144
N/A,Rs. 57.43 Lac,4480,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-142-sq-yard-spid-K81618525
N/A,Rs. 68 Lac,6601,N/A,"SSM Nagar, Perungalathur",Chennai South,2,2,Unfurnished,6,NO,13.093893,80.22985,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ssm-nagar-chennai-south-1030-sq-ft-spid-X80758843
RK Green Valley flat,Rs. 35 Lac,4504,450,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-urapakkam-chennai-south-777-sq-ft-spid-A81397067
N/A,Rs. 1.07 Crore,4700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-253-sq-yard-spid-P81592017
Aira Avenue Vandalur,Rs. 40.63 Lac,6300,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,2,YES,12.887671,80.079033,https://www.99acres.com/residential-land-plot-for-sale-in-aira-avenue-vandalur-vandalur-chennai-south-72-sq-yard-spid-G80739167
N/A,Rs. 65.79 Lac,6565,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-C79162813
N/A,Rs. 69.3 Lac,6416,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,3,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-T79162413
N/A,Rs. 70.74 Lac,6361,N/A,"Urapakkam West, Chennai",Chennai South,3,3,Unfurnished,6,YES,12.862131,80.055627,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-900-sq-ft-r1-spid-H79177421
N/A,Rs. 85 Lac,4166,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-227-sq-yard-spid-B81529011
N/A,Rs. 91 Lac,4460,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,3,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-227-sq-yard-spid-R80981541
N/A,Rs. 32.19 Lac,3999,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-89-sq-yard-spid-H80627047
N/A,Rs. 55 Lac,6979,N/A,"Urapakkam West, Chennai",Chennai South,2,2,Unfurnished,6,YES,12.862131,80.055627,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-west-chennai-south-850-sq-ft-r1-spid-H79280981
N/A,Rs. 86.53 Lac,4950,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,2,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-194-sq-yard-spid-G81789556
Grand Magnum New Town,Rs. 55.56 Lac,5555,N/A,"Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,YES,12.879009,80.10426,https://www.99acres.com/residential-land-plot-for-sale-in-grand-magnum-new-town-perungalathur-chennai-south-111-sq-yard-spid-E81950642
TAASA SRINIVASA ENCLAVE,Rs. 39.38 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-97-sq-yard-spid-G81955924
TAASA UMARANI GARDENS,Rs. 44.03 Lac,3700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-132-sq-yard-spid-F81955448
TAASA UMARANI GARDENS,Rs. 35.22 Lac,3700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,6,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-106-sq-yard-spid-W81818990
TAASA UMARANI GARDENS,Rs. 41.51 Lac,3700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,6,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-125-sq-yard-spid-G81818760
TAASA SRINIVASA ENCLAVE,Rs. 43.2 Lac,4500,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-107-sq-yard-spid-R81798590
TAASA UMARANI GARDENS,Rs. 32.37 Lac,3699,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,6,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-97-sq-yard-spid-R81772272
TAASA UMARANI GARDENS,Rs. 35.52 Lac,3700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,8,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-107-sq-yard-spid-R81770604
TAASA SRINIVASA ENCLAVE,Rs. 45 Lac,4500,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-111-sq-yard-spid-A81769728
TAASA UMARANI GARDENS,Rs. 44.4 Lac,3700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-133-sq-yard-spid-X81769482
N/A,Rs. 29.59 Lac,3699,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-89-sq-yard-spid-D81729500
Sai City Square,Rs. 42.14 Lac,4502,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,7,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-104-sq-yard-spid-F81567615
sreenivasa avenue,Rs. 45 Lac,5625,N/A,"Iyyenchery, Urapakkam",Chennai South,N/A,0,N/A,5,NO,12.86015067,80.08010676,https://www.99acres.com/residential-land-plot-for-sale-in-iyyenchery-chennai-south-89-sq-yard-spid-N80113311
N/A,Rs. 49.99 Lac,4999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-111-sq-yard-spid-Z81716188
N/A,Rs. 43.74 Lac,4999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-97-sq-yard-spid-Q81701042
N/A,Rs. 36.39 Lac,4999,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,5,NO,12.90622,80.09679,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-81-sq-yard-spid-L81700058
Villa Plots,Rs. 61.8 Lac,5150,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-133-sq-yard-spid-B80348841
Vijay Raja Classic,Rs. 45 Lac,4500,1000,"Vandalur, GST Road",Chennai South,2,2,Furnished,3,NO,12.862852,80.107859,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vijay-raja-classic-vandalur-chennai-south-1000-sq-ft-spid-G81958144
Lakshmi Apartment,Rs. 50 Lac,5230,956,"Urapakkam, Chennai",Chennai South,3,3,Furnished,2,NO,12.863869,80.070182,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-lakshmi-apartment-urapakkam-chennai-south-956-sq-ft-spid-I81956168
New perungalathur ,Rs. 50.49 Lac,4854,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,2,NO,80.220425,12.979635,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-116-sq-yard-spid-S81604989
N/A,Rs. 42.23 Lac,3999,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-117-sq-yard-r3-spid-N76235781
N/A,Rs. 38.35 Lac,4700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-91-sq-yard-r1-spid-Q79531901
Athanur Village,Rs. 49.62 Lac,4699,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.862362,80.069388,https://www.99acres.com/residential-land-plot-for-sale-in-athanur-village-urapakkam-chennai-south-117-sq-yard-r1-spid-G79745005
taasa enclave,Rs. 63 Lac,6631,1100,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,5,NO,80.220425,12.979635,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-1250-sq-ft-spid-U81172845
KPN Marvel Township,Rs. 19.34 Lac,1825,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.83733,80.1133,https://www.99acres.com/residential-land-plot-for-sale-in-kpn-marvel-township-urapakkam-chennai-south-118-sq-yard-r2-spid-C71352626
N/A,Rs. 16.29 Lac,1999,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-91-sq-yard-r1-spid-A73389471
N/A,Rs. 65.8 Lac,6580,N/A,"Urapakkam, Chennai",Chennai South,3,3,Unfurnished,5,NO,12.86802,80.07245,https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-850-sq-ft-spid-I81633987
N/A,Rs. 57.4 Lac,6752,N/A,"Urapakkam, Chennai",Chennai South,2,2,Unfurnished,1,NO,12.86802,80.07245,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-urapakkam-chennai-south-750-sq-ft-spid-X81633585
N/A,Rs. 38.6 Lac,4825,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,5,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-89-sq-yard-spid-H81582805
N/A,Rs. 47 Lac,4700,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,1,NO,12.86802,80.07245,https://www.99acres.com/residential-land-plot-for-sale-in-urapakkam-chennai-south-111-sq-yard-spid-W81582469
N/A,Rs. 41.63 Lac,3999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-116-sq-yard-spid-E81295119
N/A,Rs. 2.45 Crore,4500,N/A,"New perungalathur, Perungalathur",Chennai South,N/A,0,N/A,1,NO,12.90622,80.09679,https://www.99acres.com/residential-land-plot-for-sale-in-new-perungalathur-chennai-south-606-sq-yard-spid-U81592183
N/A,Rs. 1.2 Crore,4990,N/A,"Old Perungalathur, Chennai",Chennai South,N/A,0,N/A,1,NO,12.917108,80.088781,https://www.99acres.com/residential-land-plot-for-sale-in-old-perungalathur-chennai-south-267-sq-yard-spid-R81592055
The Madras Avenue,Rs. 38.34 Lac,4149,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.995339,80.101448,https://www.99acres.com/residential-land-plot-for-sale-in-the-madras-avenue-vandalur-chennai-south-103-sq-yard-r1-spid-E78851747
Seresa Destiny,Rs. 40.19 Lac,3999,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,1,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-112-sq-yard-r2-spid-Z75535079
N/A,Rs. 49.2 Lac,4100,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,5,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-133-sq-yard-r1-spid-D79546141
Vijay Raja Classic,Rs. 45 Lac,5294,850,"Vandalur, GST Road",Chennai South,2,2,Semifurnished,N/A,NO,12.8621113,80.1091872,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vijay-raja-classic-vandalur-chennai-south-900-sq-ft-spid-E80147123
Luxury Apartment,Rs. 77 Lac,6416,1000,"SSM Nagar, Perungalathur",Chennai South,3,2,Unfurnished,3,NO,12.89539057,80.11701356,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ssm-nagar-chennai-south-1200-sq-ft-spid-Y81404901
N/A,Rs. 53.58 Lac,4700,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,3,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-127-sq-yard-spid-H81591941
chegalpattu jck nagar,Rs. 22.5 Lac,3000,N/A,"Vandalur, GST Road",Chennai South,N/A,0,N/A,2,NO,12.89,80.08,https://www.99acres.com/residential-land-plot-for-sale-in-vandalur-chennai-south-83-sq-yard-spid-B81292831
KPN Marvel Township,Rs. 26.99 Lac,2499,N/A,"Urapakkam, Chennai",Chennai South,N/A,0,N/A,4,NO,12.83733,80.1133,https://www.99acres.com/residential-land-plot-for-sale-in-kpn-marvel-township-urapakkam-chennai-south-120-sq-yard-r1-spid-P77013519
